1394651902.62, 15:18 on Mar 12 201463.7, 81, 29.34, 58, 0.00
1394655502.12, 16:18 on Mar 12 201464.1, 82, 29.31, 58, 0.00
1394660158.03, 17:35 on Mar 12 201465.9, 78, 29.26, 59, 0.00
1394663758.6, 18:35 on Mar 12 201465.5, 83, 29.24, 60, 1.83
1394667357.93, 19:35 on Mar 12 201458.0, 94, 29.32, 56, 0.06
1394670957.73, 20:35 on Mar 12 201455.0, 66, 29.34, 44, 0.00
1394710547.98, 07:35 on Mar 13 201432.8, 54, 29.85, 18, 0.00
1394714147.39, 08:35 on Mar 13 201434.0, 50, 29.89, 17, 0.00
1394717746.85, 09:35 on Mar 13 201436.3, 45, 29.93, 17, 0.00
1394721346.74, 10:35 on Mar 13 201439.2, 40, 29.97, 17, 0.00
